"OCCP_H","OCCP_W","Husband_Occ","Wife_Occ","PctMen","pct_couples"
4850,420,"wholesale sales representatives","social and community service managers",0.0199257907374625,0.0172215843857635
20,420,"general and operations managers","social and community service managers",0.0246171408525508,0.0137772675086108
9130,420,"truck drivers","social and community service managers",0.043959900952662,0.0309988518943743
4760,420,"retail salespersons","social and community service managers",0.0369939956185053,0.0195177956371986
430,430,"miscellaneous managers","miscellaneous managers",0.00392016672079882,0.117726657645467
10,430,"chief executives and legislators","miscellaneous managers",0.00273065936291799,0.0230040595399188
4710,430,"non-retail sales supervisors","miscellaneous managers",0.00280105641786677,0.0184370771312585
110,430,"computer and information systems managers","miscellaneous managers",0.00393774367493483,0.0174221921515562
1530,430,"miscellaneous engineers","miscellaneous managers",0.00171815535055802,0.0130243572395129
2100,430,"layers and judges","miscellaneous managers",0.00681569094562577,0.0172530446549391
4700,430,"retail sales supervisors","miscellaneous managers",0.0105969575346767,0.0194519621109608
220,430,"construction managers","miscellaneous managers",0.00354392365795544,0.0115020297699594
205,430,"farmers, ranchers, and other agricultural managers","miscellaneous managers",5.27120002940588e-05,0.006765899864682
120,430,"financial managers","miscellaneous managers",0.00424293711708819,0.0108254397834912
50,430,"marketing and sales managers","miscellaneous managers",0.00502048481053775,0.0115020297699594
710,430,"management analysts","miscellaneous managers",0.0058695780873211,0.0120094722598106
1010,430,"computer programmers","miscellaneous managers",0.00362409049541406,0.00896481732070365
2310,430,"elementary and middle school teachers","miscellaneous managers",0.00620175275322273,0.0115020297699594
1107,430,"other computer occupations","miscellaneous managers",0.00268018101733018,0.00761163734776725
4920,430,"real estate agents","miscellaneous managers",0.00134375839730615,0.00625845737483085
1760,430,"other physical scientists","miscellaneous managers",0.000196263941459987,0.0043978349120433
5000,430,"office and administrative support supervisors","miscellaneous managers",0.0071573107754708,0.0111637347767253
3850,430,"police officers","miscellaneous managers",0.00895286847500237,0.0128552097428958
7700,430,"production supervisors","miscellaneous managers",0.0077811311305417,0.0115020297699594
230,430,"education administrators","miscellaneous managers",0.00244342820094314,0.0060893098782138
160,430,"transportation, storage, and distribution managers","miscellaneous managers",0.00136578649332838,0.00490527740189445
136,430,"human resources managers","miscellaneous managers",0.000519615734674029,0.00389039242219215
1006,430,"computer systems analysts","miscellaneous managers",0.0058057631176215,0.00896481732070365
630,430,"human resources workers","miscellaneous managers",0.00235580512228126,0.0054127198917456
8965,430,"miscellaneous production workers","miscellaneous managers",0.00285662674170026,0.0057510148849797
410,430,"property, real estate, and community association managers","miscellaneous managers",0.00135736384616827,0.00422868741542625
850,430,"personal financial advisors","miscellaneous managers",0.0019448136073636,0.0047361299052774
2630,430,"designers","miscellaneous managers",0.00335747483148088,0.0060893098782138
6200,430,"construction supervisors","miscellaneous managers",0.00793287445984017,0.0106562922868742
1300,430,"architects","miscellaneous managers",0.00133727078113197,0.0040595399188092
420,430,"social and community service managers","miscellaneous managers",0.000618883711881431,0.00321380243572395
4810,430,"insurance sales agents","miscellaneous managers",0.00298681289380508,0.0054127198917456
530,430,"purchasing agents","miscellaneous managers",0.002324392886802,0.0047361299052774
140,430,"industrial production managers","miscellaneous managers",0.00219357873725565,0.00456698240866035
2830,430,"editors","miscellaneous managers",0.000750967329249406,0.0030446549391069
1320,430,"aerospace engineers","miscellaneous managers",0.000941699123636069,0.0030446549391069
310,430,"food service managers","miscellaneous managers",0.00168847193085231,0.0037212449255751
800,430,"accountants and auditors","miscellaneous managers",0.00783720407423564,0.00964140730717185
1220,430,"operations research analysts","miscellaneous managers",0.000749079215790652,0.00253721244925575
2040,430,"clergy","miscellaneous managers",0.000607241190913299,0.0023680649526387
300,430,"architectural and engineering managers","miscellaneous managers",0.00263858815396792,0.0043978349120433
1020,430,"software developers","miscellaneous managers",0.0148153517128836,0.0164073071718539
8220,430,"miscellaneous metal and plastic workers","miscellaneous managers",0.00027258528524644,0.00186062246278755
2850,430,"writers and authors","miscellaneous managers",0.000279163724876952,0.00186062246278755
150,430,"purchasing managers","miscellaneous managers",0.000635212596392337,0.00219891745602165
5940,430,"miscellaneous office and administrative support workers","miscellaneous managers",0.000858406564434114,0.0023680649526387
3820,430,"detectives","miscellaneous managers",0.00122984533589613,0.0027063599458728
2600,430,"artists","miscellaneous managers",0.000615866249161963,0.0020297699594046
350,430,"medical and health services managers","miscellaneous managers",0.00131292755875156,0.0027063599458728
1030,430,"web developers","miscellaneous managers",0.00132328016473251,0.0027063599458728
540,430,"claims adjusters","miscellaneous managers",0.00203252576592506,0.003382949932341
7140,430,"aircraft mechanics and service technicians","miscellaneous managers",0.00186386090132469,0.00321380243572395
1460,430,"mechanical engineers","miscellaneous managers",0.00404565050033976,0.00524357239512855
3710,430,"police supervisors","miscellaneous managers",0.00138727900041701,0.00253721244925575
1650,430,"other life scientists","miscellaneous managers",0.000785629237506651,0.00186062246278755
5600,430,"production, planning, and expediting clerks","miscellaneous managers",0.00220479884197399,0.0030446549391069
